,neighbourhood_cleansed,review_scores_cleanliness,review_scores_checkin,availability_60,host_total_listings_count,maximum_nights,review_scores_communication,beds,calculated_host_listings_count_entire_homes,review_scores_rating,number_of_reviews,bedrooms,calculated_host_listings_count_private_rooms,number_of_reviews_l30d,review_scores_value,availability_30,review_scores_location,availability_90,accommodates,host_listings_count,number_of_reviews_ltm,latitude,minimum_nights,availability_365,calculated_host_listings_count,price,review_scores_accuracy,longitude
17657,Hostafrancs,4.605955597800259,4.717400013580498,3,1.0,365,4.713566191446029,2.0,1.0,4.587361346819633,0.0,2.0,0.0,0.0,4.450359179793591,0,4.742934066680247,33,3.0,1.0,0.0,41.37595,31.0,213,1.0,46.0,4.639845192829983,2.1441
17658,la Vila de Gràcia,4.605955597800259,4.717400013580498,50,51.0,365,4.713566191446029,3.0,6.7,4.587361346819633,0.0,2.0,0.0,0.0,4.450359179793591,20,4.742934066680247,80,4.0,51.0,0.0,41.405632019,32.0,318,48.0,75.0,4.639845192829983,2.1617376804
17659,Sant Antoni,4.7,4.8,53,8.0,365,4.8,1.0,0.0,4.7,3.0,1.0,4.0,1.0,4.5,23,4.8,83,2.0,4.0,3.0,41.37882,3.0,263,4.0,46.0,4.7,2.15439
17660,Sant Antoni,4.7,5.0,0,18.5,330,4.8,2.0,6.7,4.7,1.0,1.0,0.0,0.0,4.0,0,4.8,0,3.0,13.8,1.0,41.38114218835593,31.0,168,13.1,94.0,5.0,2.1607799260912124
17661,el Raval,4.57,4.86,37,2.0,330,4.9,3.0,1.0,4.48,21.0,2.0,1.0,1.0,4.24,14,4.8,67,6.0,2.0,21.0,41.3809303,2.0,244,2.0,267.0,4.48,2.1682905
17662,les Tres Torres,4.605955597800259,4.717400013580498,53,2.0,200,4.713566191446029,1.0,0.0,4.587361346819633,0.0,1.0,1.0,0.0,4.450359179793591,23,4.742934066680247,83,1.0,2.0,0.0,41.39473,31.0,358,1.0,48.0,4.639845192829983,2.12728
17663,el Barri Gòtic,4.605955597800259,4.717400013580498,0,11.0,365,4.713566191446029,2.0,6.0,4.587361346819633,0.0,1.0,0.0,0.0,4.450359179793591,0,4.742934066680247,0,4.0,11.0,0.0,41.38386052766412,31.0,0,6.0,128.0,4.639845192829983,2.173393989131336
17664,el Barri Gòtic,4.4,4.8,46,69.0,365,4.8,2.0,1.0,4.6,5.0,1.0,0.7,0.0,4.0,20,4.8,76,3.0,57.0,5.0,41.38626387416704,2.0,256,58.0,121.0,4.8,2.1737497532412045
17665,el Barri Gòtic,5.0,5.0,24,47.0,7,5.0,4.0,34.0,4.95,19.0,3.0,0.0,0.3,4.84,10,5.0,48,6.0,34.0,19.0,41.387214036841165,3.0,323,34.0,133.4,5.0,2.172611844078708
17666,Sant Martí de Provençals,5.0,4.83,33,1.0,15,5.0,4.0,0.0,4.83,6.0,1.0,1.0,2.0,4.83,8,4.83,63,2.0,1.0,6.0,41.41730885979889,1.0,153,1.0,70.0,4.83,2.1995432617679342
17667,el Poblenou,4.605955597800259,4.717400013580498,57,4.0,365,4.713566191446029,1.0,1.0,4.587361346819633,0.0,1.0,2.0,0.0,4.450359179793591,27,4.742934066680247,87,2.0,4.0,0.0,41.40358547405351,1.0,362,3.0,80.0,4.639845192829983,2.20532838026691
17668,les Corts,4.85,4.96,13,2.0,5,4.88,0.0,0.0,4.77,26.0,1.0,2.0,0.3,4.77,1,4.77,19,1.0,2.0,26.0,41.38724,2.0,157,2.0,40.0,4.62,2.13574
17669,el Baix Guinardó,4.605955597800259,4.717400013580498,53,1.0,28,4.713566191446029,2.0,1.0,4.587361346819633,0.0,1.0,0.0,0.0,4.450359179793591,23,4.742934066680247,83,4.0,1.0,0.0,41.41048290973366,1.0,173,1.0,206.0,4.639845192829983,2.164549715816974
17670,el Baix Guinardó,4.57,4.86,16,5.0,365,4.86,1.0,2.0,4.71,7.0,1.0,2.0,0.3,4.71,0,4.71,43,2.0,4.0,7.0,41.41062008968455,3.0,101,4.0,70.0,4.86,2.172603262940929
17671,el Carmel,4.83,5.0,0,2.0,6,5.0,2.0,0.0,5.0,6.0,1.0,1.0,1.0,5.0,0,4.67,0,1.0,1.0,6.0,41.42438204079519,1.0,0,1.0,128.0,4.83,2.1570398595104874
17672,la Nova Esquerra de l'Eixample,4.54,4.85,52,40.0,365,4.69,1.0,0.0,4.38,13.0,1.0,0.7,2.0,4.5,22,4.62,82,2.0,15.0,13.0,41.38545960015708,1.0,160,10.0,63.0,4.54,2.144575038140497
17673,el Barri Gòtic,4.605955597800259,4.717400013580498,5,5.0,365,4.713566191446029,2.0,1.0,4.587361346819633,0.0,2.0,0.0,0.0,4.450359179793591,0,4.742934066680247,35,5.0,1.0,0.0,41.3869869,31.0,218,1.0,128.0,4.639845192829983,2.1727237
17674,el Raval,4.7,4.8,43,4.0,365,4.8,0.0,0.0,4.7,4.0,1.0,2.0,0.0,4.5,17,5.0,73,2.0,2.0,4.0,41.37972342646499,3.0,253,2.0,64.0,4.7,2.172841984461375
17675,Sants,4.7,4.71,33,5.0,365,4.71,1.0,0.0,4.14,7.0,1.0,5.0,1.0,4.0,6,4.8,63,1.0,5.0,7.0,41.37555740830398,4.0,63,5.0,55.0,4.7,2.138698810020148
17676,el Barri Gòtic,4.7,4.8,52,69.0,365,4.8,3.0,1.0,4.7,12.0,1.0,0.7,2.0,4.5,22,4.92,82,4.0,57.0,12.0,41.38657,2.0,262,58.0,106.0,4.7,2.17171
17677,"Vallvidrera, el Tibidabo i les Planes",4.605955597800259,4.717400013580498,59,1.0,365,4.713566191446029,6.0,1.0,4.587361346819633,0.0,2.0,0.0,0.0,4.450359179793591,29,4.742934066680247,89,7.0,1.0,0.0,41.41292975545196,32.0,364,1.0,161.0,4.639845192829983,2.2
17678,el Barri Gòtic,4.67,4.67,28,5.0,365,5.0,2.0,2.0,4.67,6.0,2.0,2.0,0.3,4.67,8,5.0,54,4.0,4.0,6.0,41.385584190781486,3.0,54,4.0,230.0,4.83,2.173650470678328
17679,la Sagrada Família,5.0,5.0,15,5.0,365,5.0,1.0,2.0,5.0,6.0,1.0,2.0,0.3,4.83,2,4.83,45,2.0,4.0,6.0,41.40655,3.0,107,4.0,107.0,5.0,2.17523
17680,la Nova Esquerra de l'Eixample,4.7,5.0,50,21.0,365,5.0,0.0,0.0,4.5,2.0,1.0,4.0,2.0,4.0,20,5.0,80,2.0,4.0,2.0,41.38545233068889,1.0,260,4.0,44.0,5.0,2.149226283518021
17681,la Nova Esquerra de l'Eixample,4.605955597800259,4.717400013580498,48,21.0,365,4.713566191446029,1.0,0.0,4.587361346819633,0.0,1.0,4.0,0.0,4.450359179793591,18,4.742934066680247,78,1.0,4.0,0.0,41.38572,1.0,258,4.0,44.0,4.639845192829983,2.14927
17682,la Font de la Guatlla,4.54,4.77,43,8.0,365,4.85,0.0,1.0,4.69,13.0,1.0,0.0,1.0,4.77,20,4.92,73,4.0,7.0,13.0,41.3717645,2.0,163,1.0,174.0,4.69,2.1475975
17683,Provençals del Poblenou,4.605955597800259,4.717400013580498,9,3.0,60,4.713566191446029,1.0,0.0,4.587361346819633,0.0,1.0,2.0,0.0,4.450359179793591,0,4.742934066680247,39,1.0,3.0,0.0,41.4177896,3.0,39,2.0,56.0,4.639845192829983,2.2071243
17684,Sants,4.6,5.0,36,5.0,365,5.0,1.0,0.0,5.0,10.0,1.0,5.0,2.0,4.5,12,5.0,66,2.0,5.0,10.0,41.37389,4.0,66,5.0,50.0,4.9,2.13989
17685,el Raval,4.7,4.8,56,4.0,365,4.8,0.0,0.0,4.7,6.0,1.0,2.0,1.0,4.5,26,4.8,86,3.0,2.0,6.0,41.38178610480063,3.0,266,2.0,65.0,4.7,2.172481269762065
17686,el Raval,4.605955597800259,4.717400013580498,0,6.0,1125,4.713566191446029,4.0,2.0,4.587361346819633,0.0,2.0,0.0,0.0,4.450359179793591,0,4.742934066680247,26,4.0,6.0,0.0,41.381688758021234,31.0,301,2.0,100.0,4.639845192829983,2.168644412028732
17687,el Camp d'en Grassot i Gràcia Nova,4.605955597800259,4.717400013580498,0,18.5,334,4.713566191446029,1.0,37.0,4.587361346819633,0.0,1.0,0.7,0.0,4.450359179793591,0,4.742934066680247,0,1.0,13.8,0.0,41.40219,32.0,68,13.1,33.0,4.639845192829983,2.16814
17688,el Poble Sec,4.605955597800259,4.717400013580498,51,16.0,365,4.713566191446029,2.0,0.0,4.587361346819633,0.0,1.0,1.0,0.0,4.450359179793591,21,4.742934066680247,81,1.0,9.0,0.0,41.37238633678368,1.0,261,1.0,54.0,4.639845192829983,2.160961754012824
17689,Sants,5.0,4.67,18,1.0,365,5.0,1.0,0.0,5.0,3.0,1.0,1.0,0.0,5.0,8,5.0,18,1.0,1.0,3.0,41.3795817,1.0,112,1.0,110.0,5.0,2.1360534
17690,la Sagrada Família,4.87,4.73,24,8.0,31,5.0,0.0,1.0,4.87,15.0,3.0,0.0,0.3,4.93,5,5.0,44,5.0,6.0,15.0,41.40873,1.0,124,1.0,295.0,4.93,2.17548
17691,"Sant Pere, Santa Caterina i la Ribera",5.0,4.8,44,61.0,365,4.8,0.0,36.0,4.7,1.0,3.0,0.0,0.0,4.0,14,4.8,74,6.0,40.0,1.0,41.38776622523653,3.0,100,36.0,293.0,5.0,2.175749419598448
17692,la Trinitat Vella,4.605955597800259,4.717400013580498,59,2.0,365,4.713566191446029,1.0,0.0,4.587361346819633,0.0,1.0,0.0,0.0,4.450359179793591,29,4.742934066680247,89,1.0,1.0,0.0,41.4,31.0,269,1.0,69.0,4.639845192829983,2.19153
17693,el Guinardó,4.86,5.0,45,9.0,365,5.0,3.0,6.0,5.0,7.0,2.0,0.0,1.0,4.57,15,4.71,71,6.0,8.0,7.0,41.4148618,3.0,71,6.0,182.0,5.0,2.1780506
17694,el Raval,4.605955597800259,4.717400013580498,0,18.5,365,4.713566191446029,2.0,0.0,4.587361346819633,0.0,1.5,0.7,0.0,4.450359179793591,0,4.742934066680247,0,1.0,13.8,0.0,41.3839,31.0,140,13.1,128.0,4.639845192829983,2.16945
17695,Sant Antoni,4.605955597800259,4.717400013580498,26,18.5,330,4.713566191446029,2.0,6.7,4.587361346819633,0.0,2.0,0.0,0.0,4.450359179793591,0,4.742934066680247,56,4.0,13.8,0.0,41.3798,31.0,297,13.1,153.0,4.639845192829983,2.16279
17696,Sant Antoni,4.605955597800259,4.717400013580498,5,18.5,330,4.713566191446029,2.0,6.7,4.587361346819633,0.0,2.0,0.0,0.0,4.450359179793591,0,4.742934066680247,35,4.0,13.8,0.0,41.38159696276894,31.0,276,13.1,140.0,4.639845192829983,2.161040382521594
17697,Sant Antoni,4.605955597800259,4.717400013580498,8,18.5,330,4.713566191446029,2.0,6.7,4.587361346819633,0.0,1.0,0.0,0.0,4.450359179793591,0,4.742934066680247,38,3.0,13.8,0.0,41.3798,31.0,279,13.1,124.0,4.639845192829983,2.16063
17698,la Sagrada Família,4.6,5.0,6,2.0,365,4.9,2.0,0.0,4.7,10.0,1.0,1.0,2.0,4.8,6,4.9,6,2.0,1.0,10.0,41.406002656252205,3.0,6,1.0,128.0,4.9,2.1752224320084146
17699,el Raval,4.7,4.67,43,1.0,3,5.0,0.0,0.0,5.0,3.0,1.0,1.0,1.0,4.67,16,4.67,73,3.0,1.0,3.0,41.37642,1.0,79,1.0,79.0,4.33,2.17191
17700,Sant Antoni,4.605955597800259,4.717400013580498,0,18.5,330,4.713566191446029,2.0,6.7,4.587361346819633,0.0,1.0,0.0,0.0,4.450359179793591,0,4.742934066680247,0,3.0,13.8,0.0,41.37985,31.0,30,13.1,128.0,4.639845192829983,2.16274
17701,el Raval,4.7,4.8,39,4.0,15,4.6,1.0,0.0,4.7,5.0,1.0,1.0,2.0,4.0,9,4.8,69,2.0,1.0,5.0,41.3750615,3.0,108,1.0,87.0,4.7,2.1716006
17702,Sant Antoni,4.605955597800259,4.717400013580498,56,18.5,365,4.713566191446029,2.2,6.7,4.587361346819633,0.0,1.5,0.0,0.0,4.450359179793591,29,4.742934066680247,86,3.0,13.8,0.0,41.38084723340626,1.0,266,13.1,133.4,4.639845192829983,2.1611593601741848
17703,Sant Antoni,5.0,5.0,0,18.5,330,4.8,1.0,6.7,5.0,1.0,1.0,0.0,0.0,4.0,0,5.0,0,2.0,13.8,1.0,41.37985591520752,31.0,155,13.1,131.0,5.0,2.162651441165339
17704,Sant Antoni,4.605955597800259,4.717400013580498,0,18.5,330,4.713566191446029,2.0,6.7,4.587361346819633,0.0,2.0,0.0,0.0,4.450359179793591,0,4.742934066680247,0,4.0,13.8,0.0,41.38104,31.0,216,13.1,141.0,4.639845192829983,2.16052
17705,l'Antiga Esquerra de l'Eixample,5.0,5.0,26,23.0,365,5.0,3.0,15.0,5.0,2.0,2.0,0.0,1.0,5.0,0,5.0,56,4.0,16.0,2.0,41.38389799999999,31.0,57,15.0,100.0,5.0,2.1604129
17706,la Dreta de l'Eixample,4.2,4.6,21,41.0,365,4.8,2.2,15.0,4.4,5.0,1.5,0.0,0.3,4.4,12,4.8,41,3.0,29.0,5.0,41.40076,1.0,262,15.0,322.0,4.7,2.16807
17707,Sant Antoni,4.33,4.8,5,41.0,365,4.8,6.0,15.0,4.7,3.0,3.0,0.0,0.3,4.5,2,4.8,19,3.0,29.0,3.0,41.37969092726401,1.0,244,15.0,193.0,4.7,2.158891879157296
17708,la Sagrada Família,4.7,4.8,13,41.0,365,4.8,2.0,15.0,4.7,7.0,2.0,0.0,0.3,4.5,5,4.71,32,5.0,29.0,7.0,41.40500588027703,1.0,307,15.0,111.0,4.7,2.177000523410295
17709,el Guinardó,4.86,4.86,33,9.0,365,5.0,3.0,6.0,5.0,7.0,2.0,0.0,0.3,4.71,10,4.86,59,6.0,8.0,7.0,41.4148618,3.0,59,6.0,203.0,5.0,2.1780506
17710,el Guinardó,5.0,5.0,42,9.0,365,5.0,2.0,6.0,5.0,2.0,2.0,0.0,0.0,4.5,12,5.0,68,3.0,8.0,2.0,41.4148618,3.0,68,6.0,186.0,5.0,2.1780506
17711,Sants - Badal,4.75,5.0,13,5.0,365,5.0,1.0,0.0,4.75,4.0,1.0,2.0,0.3,5.0,13,5.0,13,2.0,2.0,4.0,41.37672726239768,2.0,13,2.0,91.0,4.75,2.127835646422569
17712,Sant Antoni,4.605955597800259,4.717400013580498,2,18.5,330,4.713566191446029,2.0,6.7,4.587361346819633,0.0,2.0,0.0,0.0,4.450359179793591,0,4.742934066680247,32,3.0,13.8,0.0,41.38144351616902,31.0,273,13.1,130.0,4.639845192829983,2.160612759080883
17713,"Sant Pere, Santa Caterina i la Ribera",4.79,4.86,20,5.0,365,4.86,1.0,0.0,5.0,14.0,1.0,4.0,0.3,4.79,8,5.0,50,2.0,4.0,14.0,41.3893073209505,2.0,230,4.0,126.0,4.93,2.1763503081822084
17714,Navas,5.0,5.0,29,2.0,365,5.0,1.0,0.0,4.7,1.0,1.0,2.0,0.0,4.5,5,4.8,59,2.0,2.0,1.0,41.4192555,1.0,86,2.0,62.0,5.0,2.1865941
17715,el Raval,4.605955597800259,4.717400013580498,59,12.0,365,4.713566191446029,3.0,2.0,4.587361346819633,0.0,3.0,2.0,0.0,4.450359179793591,29,4.742934066680247,89,6.0,12.0,0.0,41.37911239878963,25.0,269,4.0,300.0,4.639845192829983,2.1662330187071848
17716,Sant Gervasi - la Bonanova,4.63,4.5,51,19.0,365,4.75,3.0,10.0,4.88,8.0,1.0,0.0,2.0,4.75,21,4.63,77,4.0,16.0,8.0,41.4021,1.0,77,10.0,197.0,4.75,2.13655
17717,Sant Martí de Provençals,4.67,5.0,19,2.0,1125,5.0,0.0,0.0,5.0,3.0,1.0,1.0,2.0,4.67,2,4.67,49,1.0,1.0,3.0,41.41914,5.0,229,1.0,38.0,5.0,2.20154
17718,la Sagrada Família,4.7,4.8,21,41.0,365,4.8,6.0,15.0,4.7,2.0,3.0,0.0,2.0,4.5,8,4.8,48,3.0,29.0,2.0,41.404709421938506,1.0,323,15.0,182.0,4.7,2.178722888690686
17719,Sant Antoni,4.78,4.83,54,27.0,365,4.67,1.0,0.0,4.78,18.0,1.0,0.7,2.0,4.5,24,4.78,84,2.0,15.0,18.0,41.37701,1.0,162,13.0,80.0,4.72,2.1521
17720,el Barri Gòtic,5.0,5.0,22,8.0,365,5.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,5.0,20,5.0,52,2.0,3.0,1.0,41.380645111142655,31.0,221,1.0,100.0,5.0,2.176010150688472
17721,el Poble Sec,5.0,4.8,14,8.0,365,4.8,3.0,8.0,4.7,2.0,2.0,0.0,2.0,4.5,5,4.8,44,4.0,8.0,2.0,41.37452243382579,1.0,71,8.0,192.0,4.5,2.16784501047705
17722,"Sant Pere, Santa Caterina i la Ribera",4.605955597800259,4.717400013580498,36,1.0,270,4.713566191446029,0.0,1.0,4.587361346819633,0.0,2.0,0.0,0.0,4.450359179793591,12,4.742934066680247,36,4.0,1.0,0.0,41.3863727,31.0,208,1.0,54.0,4.639845192829983,2.1811574
17723,Sants,4.605955597800259,4.717400013580498,35,18.5,329,4.713566191446029,3.0,6.7,4.587361346819633,0.0,3.0,0.0,0.0,4.450359179793591,5,4.742934066680247,65,5.0,13.8,0.0,41.38063123433134,31.0,305,13.1,150.0,4.639845192829983,2.1339442218246742
17724,la Dreta de l'Eixample,4.55,4.8,17,101.0,1125,4.8,4.0,6.7,4.18,11.0,2.0,0.7,0.3,4.36,1,4.8,47,4.0,78.0,11.0,41.39713713828785,1.0,322,72.0,317.0,4.55,2.17511599173718
17725,la Dreta de l'Eixample,5.0,4.8,17,101.0,1125,4.8,1.0,6.7,4.18,11.0,1.0,0.7,0.3,4.36,3,4.91,47,2.0,78.0,11.0,41.39690918596342,1.0,322,72.0,300.0,5.0,2.1761121417776184
17726,la Dreta de l'Eixample,4.7,4.8,44,13.0,365,4.8,2.0,0.0,4.7,9.0,1.0,5.0,2.0,4.5,14,4.78,74,3.0,5.0,9.0,41.38959871996286,2.0,255,5.0,79.0,4.7,2.17529980578025
17727,la Dreta de l'Eixample,4.605955597800259,4.717400013580498,2,18.5,334,4.713566191446029,1.0,37.0,4.587361346819633,0.0,1.0,0.7,0.0,4.450359179793591,2,4.742934066680247,2,1.0,13.8,0.0,41.4017,60.0,262,13.1,29.0,4.639845192829983,2.17002
17728,el Poblenou,4.53,4.87,28,66.0,365,4.87,1.0,1.0,4.33,15.0,3.0,3.0,1.0,4.4,13,4.87,58,6.0,53.0,15.0,41.39751,1.0,197,4.0,185.0,4.47,2.20127
17729,"Sant Pere, Santa Caterina i la Ribera",4.7,4.8,54,13.0,365,4.8,2.0,0.0,4.7,11.0,1.0,5.0,2.0,4.5,24,4.55,84,3.0,5.0,11.0,41.38959491596696,1.0,265,5.0,61.0,4.7,2.1772284782255955
17730,la Barceloneta,4.605955597800259,4.717400013580498,53,2.0,120,4.713566191446029,2.0,1.0,4.587361346819633,0.0,1.0,0.0,0.0,4.450359179793591,28,4.742934066680247,53,2.0,1.0,0.0,41.37691,32.0,53,1.0,128.0,4.639845192829983,2.19199
17731,Sant Antoni,4.605955597800259,4.717400013580498,12,18.5,330,4.713566191446029,2.0,6.7,4.587361346819633,0.0,2.0,0.0,0.0,4.450359179793591,0,4.742934066680247,42,3.0,13.8,0.0,41.37964437098336,31.0,283,13.1,142.0,4.639845192829983,2.1605743099066066
17732,el Fort Pienc,4.85,4.95,35,6.0,365,4.85,1.0,0.0,4.85,20.0,1.0,3.0,0.3,4.8,10,4.9,65,1.0,3.0,20.0,41.39696095668721,1.0,245,3.0,51.0,4.9,2.185921633931285
17733,Sant Gervasi - Galvany,4.605955597800259,4.717400013580498,0,18.5,1125,4.713566191446029,1.0,6.7,4.587361346819633,0.0,1.0,0.0,0.0,4.450359179793591,0,4.742934066680247,0,2.0,13.8,0.0,41.39845,31.0,74,13.1,107.0,4.639845192829983,2.1497491
17734,el Camp de l'Arpa del Clot,4.7,5.0,40,5.0,30,4.45,2.0,0.0,4.36,11.0,1.0,5.0,0.3,4.45,10,4.82,70,1.0,5.0,11.0,41.41218229345307,3.0,71,5.0,55.0,4.55,2.176419362479445
17735,la Dreta de l'Eixample,5.0,5.0,4,3.0,365,5.0,1.0,0.0,4.7,1.0,1.0,2.0,1.0,4.0,0,5.0,34,1.0,3.0,1.0,41.3947158,1.0,215,2.0,77.0,5.0,2.1595484
17736,la Sagrada Família,4.605955597800259,4.717400013580498,0,18.5,1125,4.713566191446029,6.0,6.7,4.587361346819633,0.0,3.0,0.0,0.0,4.450359179793591,0,4.742934066680247,0,6.0,13.8,0.0,41.40209,1.0,114,13.1,133.4,4.639845192829983,2.17862
17737,el Fort Pienc,4.605955597800259,4.717400013580498,0,18.5,1125,4.713566191446029,6.0,6.7,4.587361346819633,0.0,3.0,0.0,0.0,4.450359179793591,0,4.742934066680247,0,7.0,13.8,0.0,41.40076,1.0,114,13.1,133.4,4.639845192829983,2.18052
17738,el Poble Sec,4.605955597800259,4.717400013580498,36,93.0,240,4.713566191446029,4.0,10.0,4.587361346819633,0.0,2.0,0.0,0.0,4.450359179793591,6,4.742934066680247,66,4.0,35.0,0.0,41.37179594972498,31.0,246,10.0,58.0,4.639845192829983,2.1599871815301266
17739,"Sant Pere, Santa Caterina i la Ribera",4.7,4.4,51,13.0,365,4.8,2.0,0.0,4.7,5.0,1.0,5.0,0.0,4.5,21,4.8,81,3.0,5.0,5.0,41.38924,3.0,262,5.0,64.0,4.4,2.17751
17740,Sant Genís dels Agudells,4.5,4.8,42,8.0,365,4.5,0.0,0.0,4.17,6.0,1.0,2.0,1.0,4.0,12,4.8,72,2.0,7.0,6.0,41.42284,2.0,252,2.0,69.0,4.7,2.13164
17741,la Barceloneta,4.605955597800259,4.717400013580498,13,30.0,365,4.713566191446029,1.0,23.0,4.587361346819633,0.0,1.0,0.0,0.0,4.450359179793591,5,4.742934066680247,43,2.0,24.0,0.0,41.37741589189218,32.0,43,23.0,59.0,4.639845192829983,2.189695907078833
17742,Sant Antoni,4.605955597800259,4.717400013580498,29,18.5,330,4.713566191446029,2.0,6.7,4.587361346819633,0.0,2.0,0.0,0.0,4.450359179793591,0,4.742934066680247,59,3.0,13.8,0.0,41.37968716463123,31.0,299,13.1,140.0,4.639845192829983,2.1612955929213404
17743,el Barri Gòtic,4.29,4.71,40,10.0,365,5.0,1.0,3.0,4.43,7.0,2.0,0.0,2.0,4.43,16,5.0,40,2.0,3.0,7.0,41.38203,3.0,40,3.0,182.0,4.57,2.17511
17744,el Raval,5.0,4.75,13,33.0,365,4.88,1.0,0.0,5.0,8.0,1.0,4.0,0.3,4.75,13,4.88,13,2.0,15.0,8.0,41.38189563545649,4.0,13,4.0,128.0,5.0,2.17073991894722
17745,la Sagrada Família,4.605955597800259,4.717400013580498,60,18.5,365,4.713566191446029,0.0,6.7,4.587361346819633,0.0,1.5,0.0,0.0,4.450359179793591,30,4.742934066680247,90,3.0,13.8,0.0,41.40349,1.0,271,13.1,133.4,4.639845192829983,2.17409
17746,la Sagrada Família,4.58,5.0,42,17.0,365,5.0,2.0,3.0,4.58,12.0,1.0,3.0,1.0,4.25,12,4.75,72,2.0,14.0,12.0,41.40347077828637,1.0,252,6.0,75.0,4.67,2.182785491393419
17747,Sant Antoni,4.605955597800259,4.717400013580498,44,18.5,330,4.713566191446029,2.0,6.7,4.587361346819633,0.0,2.0,0.0,0.0,4.450359179793591,14,4.742934066680247,74,3.0,13.8,0.0,41.3803,31.0,314,13.1,142.0,4.639845192829983,2.16083
17748,la Barceloneta,4.5,5.0,26,1.0,330,5.0,2.0,1.0,5.0,2.0,2.0,0.0,1.0,4.5,13,5.0,56,3.0,1.0,2.0,41.37952065603992,32.0,233,1.0,100.0,5.0,2.1902600623167694
17749,Sant Antoni,4.605955597800259,4.717400013580498,0,18.5,330,4.713566191446029,2.0,6.7,4.587361346819633,0.0,2.0,0.0,0.0,4.450359179793591,0,4.742934066680247,27,3.0,13.8,0.0,41.381708577589535,31.0,267,13.1,141.0,4.639845192829983,2.162232369314311
17750,Vallcarca i els Penitents,4.7,4.8,0,117.0,365,4.8,2.2,32.0,4.7,1.0,1.5,0.0,0.0,4.5,0,4.8,0,3.0,37.0,1.0,41.415273,1.0,248,32.0,318.0,4.7,2.143503
17751,Sant Antoni,4.605955597800259,4.717400013580498,24,3.0,7,4.713566191446029,1.0,0.0,4.587361346819633,0.0,2.0,1.0,0.0,4.450359179793591,8,4.742934066680247,44,1.0,1.0,0.0,41.38427,2.0,101,1.0,150.0,4.639845192829983,2.1625
17752,la Barceloneta,5.0,4.86,15,5.0,365,4.93,1.0,0.0,4.97,29.0,1.0,5.0,0.3,4.76,1,5.0,42,2.0,5.0,29.0,41.38193833483498,32.0,159,5.0,128.0,4.9,2.18622068157278
17753,la Barceloneta,4.96,4.93,21,5.0,365,4.85,1.0,0.0,4.93,27.0,1.0,5.0,0.3,4.85,1,4.96,50,2.0,5.0,27.0,41.38121,32.0,136,5.0,159.0,4.93,2.18652
17754,la Dreta de l'Eixample,4.605955597800259,4.717400013580498,17,3.0,365,4.713566191446029,2.0,1.0,4.587361346819633,0.0,2.0,0.0,0.0,4.450359179793591,0,4.742934066680247,22,4.0,1.0,0.0,41.39077905954773,13.0,48,1.0,128.0,4.639845192829983,2.1730125123059927
17755,el Raval,4.63,4.75,28,5.0,14,4.88,1.0,0.0,4.7,8.0,1.0,4.0,1.0,4.25,11,4.75,58,2.0,5.0,8.0,41.37777,2.0,239,4.0,90.0,4.7,2.16759
17756,el Parc i la Llacuna del Poblenou,4.41,4.71,3,1.0,15,4.71,0.0,1.0,4.47,17.0,1.0,0.0,0.3,4.41,3,4.76,29,2.0,1.0,17.0,41.39083461696072,1.0,29,1.0,143.0,4.59,2.183455266058445
17757,la Prosperitat,4.605955597800259,4.717400013580498,57,1.0,365,4.713566191446029,0.0,1.0,4.587361346819633,0.0,2.0,0.0,0.0,4.450359179793591,27,4.742934066680247,87,4.0,1.0,0.0,41.4,31.0,279,1.0,98.0,4.639845192829983,2.18357
17758,l'Antiga Esquerra de l'Eixample,4.94,5.0,11,2.0,365,5.0,2.2,1.0,5.0,18.0,1.5,0.0,0.3,4.94,2,4.88,27,3.0,2.0,18.0,41.38684,1.0,81,1.0,133.4,5.0,2.15535
17759,Sant Martí de Provençals,4.56,4.8,43,3.0,365,4.78,0.0,0.0,4.44,9.0,1.0,2.0,0.3,4.33,13,4.56,73,2.0,2.0,9.0,41.41812,32.0,163,2.0,62.0,4.33,2.19697
17760,Sant Antoni,4.605955597800259,4.717400013580498,40,18.5,330,4.713566191446029,2.0,6.7,4.587361346819633,0.0,2.0,0.0,0.0,4.450359179793591,10,4.742934066680247,70,3.0,13.8,0.0,41.38174,31.0,310,13.1,143.0,4.639845192829983,2.16262
17761,la Dreta de l'Eixample,4.43,4.8,36,13.0,365,4.43,1.0,0.0,4.29,7.0,1.0,5.0,1.0,4.29,10,4.71,66,3.0,5.0,7.0,41.38905012556093,3.0,247,5.0,106.0,4.71,2.175825405596843
17762,la Dreta de l'Eixample,4.7,4.8,53,13.0,365,4.5,1.0,0.0,4.7,6.0,1.0,5.0,1.0,4.5,23,4.83,83,2.0,5.0,6.0,41.39114794503587,3.0,264,5.0,58.0,4.7,2.175563867805957
17763,Sant Antoni,4.605955597800259,4.717400013580498,31,18.5,330,4.713566191446029,2.0,6.7,4.587361346819633,0.0,2.0,0.0,0.0,4.450359179793591,1,4.742934066680247,61,3.0,13.8,0.0,41.38179766998485,31.0,301,13.1,136.0,4.639845192829983,2.160826947765227
